Ticker,Description,Sector,Industry,Exchange
20MICRONS,20 MICRONS LTD,Process Industries,Chemicals: Major Diversified,NSE
21STCENMGM,21ST CENTURY MANAG,Finance,Investment Banks/Brokers,NSE
360ONE,360 ONE WAM LTD,Finance,Investment Managers,NSE
3IINFOLTD,3I INFOTECH LTD,Technology Services,Information Technology Services,NSE
3MINDIA,3M INDIA LTD,Producer Manufacturing,Industrial Conglomerates,NSE
3PLAND,3P LAND HOLDINGS L,Finance,Real Estate Development,NSE
4THDIM,FOURTH DIMENSION SOL L,Commercial Services,Miscellaneous Commercial Services,NSE
5PAISA,5PAISA CAPITAL LTD,Finance,Investment Banks/Brokers,NSE
63MOONS,63 MOONS TECHNOLOG,Technology Services,Packaged Software,NSE
A2ZINFRA,A2Z INFRA ENGINEER,Industrial Services,Engineering & Construction,NSE
AAATECH,AAA TECHNOLOGIES LTD,Technology Services,Information Technology Services,NSE
AAKASH,AAKASH EXPLORATION,Energy Minerals,Oil & Gas Production,NSE
AAREYDRUGS,AAREY DRUGS & PHARM LTD,Health Technology,Pharmaceuticals: Major,NSE
AARON,AARON INDUSTRIES LTD,Producer Manufacturing,Building Products,NSE
AARTIDRUGS,AARTI DRUGS LTD,Health Technology,Pharmaceuticals: Major,NSE
AARTIIND,AARTI IND LTD,Process Industries,Chemicals: Major Diversified,NSE
AARTIPHARM,AARTI PHARMALABS LTD,Process Industries,Chemicals: Major Diversified,NSE
AARTIPP.E1,AARTI SURFACTANTS LTD,Process Industries,Chemicals: Major Diversified,NSE
AARVEEDEN,AARVEE DENIMS & EX,Process Industries,Textiles,NSE
AARVI,AARVI ENCON LTD,Commercial Services,Personnel Services,NSE
AAVAS,AAVAS FINANCIERS L,Finance,Finance/Rental/Leasing,NSE
ABAN,ABAN OFFSHORE,Industrial Services,Contract Drilling,NSE
ABB,ABB INDIA LTD,Producer Manufacturing,Electrical Products,NSE
ABBOTINDIA,ABBOTT INDIA LTD,Health Technology,Pharmaceuticals: Major,NSE
ABCAPITAL,ADITYA BIRLA CAPIT,Finance,Multi-Line Insurance,NSE
ABCOTS,AB COTSPIN INDIA L,Consumer Non-Durables,Apparel/Footwear,NSE
ABFRL,ADITYA BIRLA FASH,Retail Trade,Apparel/Footwear Retail,NSE
ABMINTLLTD,ABM INTERNATIONAL LTD,Industrial Services,Engineering & Construction,NSE
ABSLAMC,ADIT BIRL SUN LIF AMC LTD,Technology Services,Internet Software/Services,NSE
ACC,ACC LTD,Non-Energy Minerals,Construction Materials,NSE
ACCELYA,ACCELYA SOLUTIONS,Technology Services,Packaged Software,NSE
ACCURACY,ACCURACY SHIPPING LTD,Transportation,Air Freight/Couriers,NSE
ACE,ACTION CONSTRUCT,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
ACEINTEG,ACE INTEGRATED SOLU. LTD.,Technology Services,Data Processing Services,NSE
ACI,ARCHEAN CHEMICAL IND LTD,Process Industries,Chemicals: Major Diversified,NSE
ADANIENT,ADANI ENTERPRISES,Distribution Services,Wholesale Distributors,NSE
ADANIGREEN,ADANI GREEN ENERGY,Utilities,Electric Utilities,NSE
ADANIPORTS,ADANI PORT SPECIAL,Transportation,Other Transportation,NSE
ADANIPOWER,ADANI POWER LTD,Utilities,Electric Utilities,NSE
ADANITRANS,ADANI TRANSMISSION,Utilities,Electric Utilities,NSE
ADFFOODS,ADF FOODS LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
ADL,ARCHIDPLY DECOR LIMTED,Commercial Services,Miscellaneous Commercial Services,NSE
ADORWELD,ADOR WELDING,Producer Manufacturing,Miscellaneous Manufacturing,NSE
ADROITINFO,ADROIT INFOTECH LTD,Commercial Services,Miscellaneous Commercial Services,NSE
ADSL,ALLIED DIGITAL SER,Technology Services,Information Technology Services,NSE
ADVANIHOTR,ADVANI HOTELS & RE,Consumer Services,Hotels/Resorts/Cruise lines,NSE
ADVENZYMES,ADVANCED ENZYME TE,Consumer Non-Durables,Food: Specialty/Candy,NSE
AEGISCHEM,AEGIS LOGISTICS,Distribution Services,Wholesale Distributors,NSE
AETHER,AETHER INDUSTRIES LTD,Process Industries,Chemicals: Major Diversified,NSE
AFFLE,AFFLE (INDIA) LTD,Technology Services,Packaged Software,NSE
AGARIND,AGARWAL INDUSTRIAL,Process Industries,Chemicals: Specialty,NSE
AGARWALFT,AGARWAL FLOAT GL,Distribution Services,Wholesale Distributors,NSE
AGI,AGI GREENPAC LTD,Process Industries,Containers/Packaging,NSE
AGNI,AGNI GREEN POWER L,Utilities,Electric Utilities,NSE
AGRITECH,AGRI-TECH (INDIA),Commercial Services,Miscellaneous Commercial Services,NSE
AGROPHOS,AGRO PHOS INDIA LTD,Process Industries,Chemicals: Agricultural,NSE
AGSTRA,AGS TRANSACT TECH LTD,Commercial Services,Miscellaneous Commercial Services,NSE
AHL,ABANS HOLDINGS LTD,Finance,Financial Conglomerates,NSE
AHLADA,AHLADA ENGINEERS LTD,Producer Manufacturing,Building Products,NSE
AHLEAST,ASIAN HOTELS (EAST,Consumer Services,Hotels/Resorts/Cruise lines,NSE
AHLUCONT,AHLUWALIA CONT LTD,Industrial Services,Engineering & Construction,NSE
AIAENG,AIA ENGINEERING,Producer Manufacturing,Industrial Machinery,NSE
AIRAN,AIRAN LTD,Technology Services,Information Technology Services,NSE
AIROLAM,AIRO LAM LTD,Non-Energy Minerals,Forest Products,NSE
AIRTELPP.E1,BHARTI RS. 1.25 PPD UP,Communications,Wireless Telecommunications,NSE
AISL,ANI INTEGRATED SER,Commercial Services,Personnel Services,NSE
AJANTPHARM,AJANTA PHARMA,Health Technology,Pharmaceuticals: Major,NSE
AJMERA,AJMERA REALTY & IN,Finance,Real Estate Development,NSE
AJOONI,AJOONI BIOTECH LTD,Miscellaneous,Miscellaneous,NSE
AKASH,AKASH INFRA-PROJECTS LTD,Industrial Services,Engineering & Construction,NSE
AKG,AKG EXIM LTD,Distribution Services,Wholesale Distributors,NSE
AKSHAR,AKSHAR SPINTEX LTD,Process Industries,Textiles,NSE
AKSHARCHEM,AKSHARCHEM (INDIA),Process Industries,Chemicals: Specialty,NSE
AKSHOPTFBR,AKSH OPTIFIBRE,Electronic Technology,Telecommunications Equipment,NSE
AKZOINDIA,AKZO NOBEL INDIA,Process Industries,Industrial Specialties,NSE
ALANKIT,ALANKIT LTD,Technology Services,Internet Software/Services,NSE
ALBERTDAVD,ALBERT DAVID,Health Technology,Pharmaceuticals: Major,NSE
ALEMBICLTD,ALEMBIC LTD,Health Technology,Pharmaceuticals: Major,NSE
ALICON,ALICON CASTALLOY L,Producer Manufacturing,Auto Parts: OEM,NSE
ALKALI,ALKALI METALS LTD,Process Industries,Chemicals: Specialty,NSE
ALKEM,ALKEM LAB LTD,Health Technology,Pharmaceuticals: Major,NSE
ALKYLAMINE,ALKYL AMINES,Process Industries,Chemicals: Specialty,NSE
ALLCARGO,ALLCARGO LOGISTICS,Transportation,Marine Shipping,NSE
ALLETEC,ALL E TECHNOLOGIES,Technology Services,Information Technology Services,NSE
ALLSEC,ALLSEC TECHNOLOGIE,Commercial Services,Miscellaneous Commercial Services,NSE
ALMONDZ,ALMONDZ GLOBAL SEC,Finance,Investment Banks/Brokers,NSE
ALOKINDS,ALOK INDUSTRIES LTD,Process Industries,Textiles,NSE
ALPA,ALPA LABORATORIES,Health Technology,Pharmaceuticals: Major,NSE
ALPHAGEO,ALPHAGEO(INDIA),Industrial Services,Oilfield Services/Equipment,NSE
ALPSINDUS,ALPS INDS,Process Industries,Industrial Specialties,NSE
AMARAJABAT,AMARA RAJA BATTERI,Producer Manufacturing,Electrical Products,NSE
AMBER,AMBER ENTERPRISES,Producer Manufacturing,Industrial Machinery,NSE
AMBICAAGAR,AMBICA AGARB AROMA,Process Industries,Chemicals: Major Diversified,NSE
AMBIKCO,AMBIKA COTTON MILL,Process Industries,Textiles,NSE
AMBUJACEM,AMBUJA CEMENTS LTD,Non-Energy Minerals,Construction Materials,NSE
AMDIND,AMD INDUSTRIES LTD,Producer Manufacturing,Miscellaneous Manufacturing,NSE
AMEYA,AMEYA PRECISION EN,Producer Manufacturing,Industrial Machinery,NSE
AMIORG,AMI ORGANICS LTD,Health Technology,Pharmaceuticals: Major,NSE
AMJLAND,AMJ LAND HOLDINGS,Finance,Real Estate Development,NSE
AMRUTANJAN,AMRUTANJAN HEALTH,Health Technology,Pharmaceuticals: Other,NSE
ANANDRATHI,ANAND RATHI WEALTH LTD,Finance,Investment Managers,NSE
ANANTRAJ,ANANT RAJ LTD,Consumer Durables,Homebuilding,NSE
ANDHRAPAP,ANDHRA PAPER LTD,Process Industries,Pulp & Paper,NSE
ANDHRSUGAR,ANDHRA SUGARS,Process Industries,Chemicals: Specialty,NSE
ANDREWYU,ANDREW YULE & CO LTD,Producer Manufacturing,Industrial Machinery,NSE
ANGELONE,ANGEL ONE LTD,Finance,Investment Banks/Brokers,NSE
ANIKINDS,ANIK INDUSTRIES,Distribution Services,Wholesale Distributors,NSE
ANKITMETAL,ANKIT METAL & POWE,Non-Energy Minerals,Steel,NSE
ANLON,ANLON TECH SOL LTD,Distribution Services,Wholesale Distributors,NSE
ANMOL,ANMOL INDIA LTD,Distribution Services,Wholesale Distributors,NSE
ANNAPURNA,ANNAPURNA SWADISHT,Consumer Non-Durables,Food: Specialty/Candy,NSE
ANTGRAPHIC,ANTARCTICA LTD,Commercial Services,Commercial Printing/Forms,NSE
ANUP,THE ANUP ENGINEERI,Producer Manufacturing,Industrial Machinery,NSE
ANURAS,ANUPAM RASAYAN INDIA LTD,Health Technology,Pharmaceuticals: Major,NSE
APARINDS,APAR INDUSTRY LTD,Electronic Technology,Electronic Equipment/Instruments,NSE
APCL,ANJANI PRTLND CEMT,Non-Energy Minerals,Construction Materials,NSE
APCOTEXIND,APCOTEX INDUSTRIES,Process Industries,Chemicals: Specialty,NSE
APEX,APEX FROZEN FOODS,Consumer Non-Durables,Food: Meat/Fish/Dairy,NSE
APLAPOLLO,APL APOLLO TUBES,Non-Energy Minerals,Steel,NSE
APLLTD,ALEMBIC PHARMACEUT,Health Technology,Pharmaceuticals: Major,NSE
APOLLO,APOLLO MICRO SYSTE,Electronic Technology,Electronic Production Equipment,NSE
APOLLOHOSP,APOLLO HOSPITALS.,Health Services,Hospital/Nursing Management,NSE
APOLLOPIPE,APOLLO PIPES LTD,Finance,Finance/Rental/Leasing,NSE
APOLLOTYRE,APOLLO TYRES,Consumer Durables,Automotive Aftermarket,NSE
APOLSINHOT,APOLLO SINDOORI HO,Consumer Services,Hotels/Resorts/Cruise lines,NSE
APTECHT,APTECH LTD,Commercial Services,Miscellaneous Commercial Services,NSE
APTUS,APTUS VALUE HSG FIN I LTD,Finance,Finance/Rental/Leasing,NSE
ARCHIDPLY,ARCHIDPLY IND LTD,Producer Manufacturing,Building Products,NSE
ARCHIES,ARCHIES LTD.,Retail Trade,Specialty Stores,NSE
ARENTERP,RAJDARSHAN INDUSTR,Non-Energy Minerals,Construction Materials,NSE
ARIES,ARIES AGRO LTD,Process Industries,Agricultural Commodities/Milling,NSE
ARIHANTACA,ARIHANT ACADEMY LTD,Commercial Services,Miscellaneous Commercial Services,NSE
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,Finance,Investment Banks/Brokers,NSE
ARIHANTSUP,ARIHANT SUPERSTRUC,Finance,Real Estate Development,NSE
ARMANFIN,ARMAN FINANCIAL SE,Finance,Finance/Rental/Leasing,NSE
AROGRANITE,ARO GRANITE INDUS,Non-Energy Minerals,Construction Materials,NSE
ARROWGREEN,ARROW GREENTECH LI,Process Industries,Containers/Packaging,NSE
ARSHIYA,ARSHIYA LTD,Commercial Services,Miscellaneous Commercial Services,NSE
ARTEMISMED,ARTEMIS MEDICARE,Health Services,Hospital/Nursing Management,NSE
ARTNIRMAN,ART NIRMAN LTD,Consumer Durables,Homebuilding,NSE
ARVEE,ARVEE LABORATORIES I LTD,Process Industries,Chemicals: Specialty,NSE
ARVIND,ARVIND LTD,Process Industries,Textiles,NSE
ARVINDFASN,ARVIND FASHIONS LTD,Retail Trade,Apparel/Footwear Retail,NSE
ARVSMART,ARVIND SMARTSPACES,Finance,Real Estate Development,NSE
ASAHIINDIA,ASAHI INDIA GLASS,Consumer Durables,Home Furnishings,NSE
ASAHISONG,ASAHI SONGWON COLO,Process Industries,Chemicals: Specialty,NSE
ASAL,AUTOMOTIVE STAMPIN,Producer Manufacturing,Auto Parts: OEM,NSE
ASALCBR,ASSO ALCOHOLS & BREW LTD,Consumer Non-Durables,Beverages: Alcoholic,NSE
ASCOM,ASCOM L & I LTD,Finance,Finance/Rental/Leasing,NSE
ASHAPURMIN,ASHAPURA MINE CHEM,Non-Energy Minerals,Other Metals/Minerals,NSE
ASHIANA,ASHIANA HOUSING LD,Finance,Real Estate Development,NSE
ASHIMASYN,ASHIMA,Process Industries,Textiles,NSE
ASHOKA,ASHOKA BUILDCON LTD,Industrial Services,Engineering & Construction,NSE
ASHOKLEY,ASHOK LEYLAND,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
ASIANENE,ASIAN ENERGY SERVICES LTD,Energy Minerals,Oil & Gas Production,NSE
ASIANHOTNR,ASIAN HOTELS(NORTH,Consumer Services,Hotels/Resorts/Cruise lines,NSE
ASIANPAINT,ASIAN PAINTS LTD,Process Industries,Industrial Specialties,NSE
ASIANTILES,ASIAN GRANITO INDI,Producer Manufacturing,Building Products,NSE
ASMS,BARTRONICS INDIA LTD,Electronic Technology,Semiconductors,NSE
ASPINWALL,ASPINWALL AND COMP,Transportation,Air Freight/Couriers,NSE
ASTEC,ASTEC LIFESCIENCES,Process Industries,Chemicals: Agricultural,NSE
ASTERDM,ASTER DM HEALTHCAR,Health Services,Hospital/Nursing Management,NSE
ASTRAL,ASTRAL LTD,Producer Manufacturing,Miscellaneous Manufacturing,NSE
ASTRAMICRO,ASTRA MICROWAVE PR,Electronic Technology,Telecommunications Equipment,NSE
ASTRAZEN,ASTRAZENECA PHARMA,Health Technology,Pharmaceuticals: Major,NSE
ASTRON,ASTRON PAPER & BOA,Process Industries,Containers/Packaging,NSE
ATALREAL,ATAL REALTECH LTD,Consumer Durables,Homebuilding,NSE
ATFL,AGRO TECH FOODS,Process Industries,Agricultural Commodities/Milling,NSE
ATGL,ADANI TOTAL GAS LTD,Utilities,Gas Distributors,NSE
ATLANTA,ATLANTA LTD,Industrial Services,Engineering & Construction,NSE
ATUL,ATUL LTD,Process Industries,Chemicals: Agricultural,NSE
ATULAUTO,ATUL AUTO LTD,Consumer Durables,Motor Vehicles,NSE
AUBANK,AU SMALL FINANCE B,Finance,Finance/Rental/Leasing,NSE
AURDIS,AURANGABAD DISTILL,Consumer Non-Durables,Beverages: Alcoholic,NSE
AURIONPRO,AURIONPRO SOLUTION,Technology Services,Information Technology Services,NSE
AUROPHARMA,AUROBINDO PHARMA,Health Technology,Pharmaceuticals: Other,NSE
AURUM,AURUM PROPTECH LTD,Technology Services,Packaged Software,NSE
AUSOMENT,AUSOM ENTERPRISE,Finance,Investment Banks/Brokers,NSE
AUTOAXLES,AUTOMOTIVE AXLES,Producer Manufacturing,Auto Parts: OEM,NSE
AUTOIND,AUTOLINE INDUSTRIE,Producer Manufacturing,Auto Parts: OEM,NSE
AVADHSUGAR,AVADH SUGAR ENERGY,Process Industries,Agricultural Commodities/Milling,NSE
AVANTIFEED,AVANTI FEEDS,Process Industries,Agricultural Commodities/Milling,NSE
AVONMORE,AVONMORE CAP&MGT SERV LTD,Finance,Investment Managers,NSE
AVROIND,AVRO INDIA LTD,Consumer Durables,Home Furnishings,NSE
AVTNPL,AVT NATURAL PROD,Consumer Non-Durables,Food: Specialty/Candy,NSE
AWHCL,ANTONY WASTE HDG CELL LTD,Transportation,Trucking,NSE
AWL,ADANI WILMAR LTD,Process Industries,Agricultural Commodities/Milling,NSE
AXISBANK,AXIS BANK,Finance,Regional Banks,NSE
AXISCADES,AXISCADES TECHNOLO,Commercial Services,Miscellaneous Commercial Services,NSE
AXITA,AXITA COTTON LTD,Process Industries,Agricultural Commodities/Milling,NSE
AYMSYNTEX,AYM SYNTEX LTD,Process Industries,Textiles,NSE
BAFNAPH,BAFNA PHARMACEUTICALS LTD,Health Technology,Pharmaceuticals: Major,NSE
BAGFILMS,B.A.G. FILMS&MEDIA,Consumer Services,Broadcasting,NSE
BAIDFIN,BAID FINSERV LTD,Finance,Finance/Rental/Leasing,NSE
BAJAJ_AUTO,BAJAJ AUTO LTD,Consumer Durables,Motor Vehicles,NSE
BAJAJCON,BAJAJ CONSUMER,Consumer Non-Durables,Household/Personal Care,NSE
BAJAJELEC,BAJAJ ELECTRICALS,Consumer Durables,Electronics/Appliances,NSE
BAJAJFINSV,BAJAJ FINSERV LTD,Finance,Life/Health Insurance,NSE
BAJAJHCARE,BAJAJ HEALTHCARE LTD,Health Technology,Pharmaceuticals: Major,NSE
BAJAJHIND,BAJAJ HINDUSTHAN S,Process Industries,Agricultural Commodities/Milling,NSE
BAJAJHLDNG,BAJAJ HLDG & INVES,Finance,Financial Conglomerates,NSE
BAJFINANCE,BAJAJ FINANCE LTD,Finance,Finance/Rental/Leasing,NSE
BALAJITELE,BALAJI TELEFILMS,Consumer Services,Movies/Entertainment,NSE
BALAMINES,BALAJI AMINES LTD,Process Industries,Chemicals: Specialty,NSE
BALAXI,BALAXI PHARMACEUTI,Distribution Services,Medical Distributors,NSE
BALKRISHNA,BALKRISHNA PAPER M,Process Industries,Pulp & Paper,NSE
BALKRISIND,BALKRISHNA INDS,Consumer Durables,Automotive Aftermarket,NSE
BALLARPUR,BALLARPUR INDS,Process Industries,Pulp & Paper,NSE
BALMLAWRIE,BALMER LAWRIE,Producer Manufacturing,Industrial Conglomerates,NSE
BALPHARMA,BAL PHARMA,Health Technology,Pharmaceuticals: Major,NSE
BALRAMCHIN,BALRAMPUR CHINI MI,Process Industries,Agricultural Commodities/Milling,NSE
BANARBEADS,BANARAS BEADS LTD,Consumer Durables,Other Consumer Specialties,NSE
BANARISUG,BANNARI AMMAN SUG,Process Industries,Agricultural Commodities/Milling,NSE
BANCOINDIA,BANCO PRODUCTS,Producer Manufacturing,Industrial Machinery,NSE
BANDHANBNK,BANDHAN BANK LTD,Finance,Major Banks,NSE
BANG,BANG OVERSEAS LTD,Retail Trade,Apparel/Footwear Retail,NSE
BANKA,BANKA BIOLOO LTD,Industrial Services,Environmental Services,NSE
BANKBARODA,BK OF BARODA,Finance,Major Banks,NSE
BANKINDIA,BK OF INDIA,Finance,Major Banks,NSE
BANSWRAS,BANSWARA SYNTEX,Process Industries,Textiles,NSE
BARBEQUE,BARBEQUE NATION HOSP. LTD,Consumer Services,Restaurants,NSE
BASF,BASF INDIA,Process Industries,Chemicals: Specialty,NSE
BASML,BANNARI AMMAN SPIN,Process Industries,Textiles,NSE
BATAINDIA,BATA INDIA,Consumer Non-Durables,Apparel/Footwear,NSE
BAYERCROP,BAYER CROPSCIENCE,Process Industries,Chemicals: Agricultural,NSE
BBL,BHARAT BIJLEE,Producer Manufacturing,Electrical Products,NSE
BBOX,BLACK BOX LTD,Technology Services,Information Technology Services,NSE
BBTC,BOMBAY BURMAH,Consumer Non-Durables,Food: Major Diversified,NSE
BBTCL,B&B TRIPLEWALL CONT LTD,Process Industries,Containers/Packaging,NSE
BCG,BRIGHTCOM GROUP,Technology Services,Packaged Software,NSE
BCLIND,BCL INDUSTRIES LTD,Consumer Non-Durables,Food: Major Diversified,NSE
BCONCEPTS,BRAND CONCEPTS LTD,Consumer Durables,Home Furnishings,NSE
BCP,B.C. POWER CONTROLS LTD,Producer Manufacturing,Electrical Products,NSE
BDL,BHARAT DYNAMICS LTD,Electronic Technology,Aerospace & Defense,NSE
BEARDSELL,BEARDSELL LTD,Process Industries,Chemicals: Specialty,NSE
BECTORFOOD,MRS BECTORS FOOD SPE LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
BEDMUTHA,BEDMUTHA INDUSTRIE,Non-Energy Minerals,Steel,NSE
BEL,BHARAT ELECTRONICS,Electronic Technology,Aerospace & Defense,NSE
BEML,BEML LTD,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
BEPL,BHANSALI ENG POLYM,Process Industries,Industrial Specialties,NSE
BERGEPAINT,BERGER PAINTS IND,Process Industries,Industrial Specialties,NSE
BESTAGRO,BEST AGROLIFE LTD,Consumer Services,Other Consumer Services,NSE
BETA,BETA DRUGS LTD,Health Technology,Pharmaceuticals: Major,NSE
BEWLTD,BEW ENGINEERING LTD,Producer Manufacturing,Industrial Machinery,NSE
BFINVEST,BF INVESTMENT LTD,Finance,Financial Conglomerates,NSE
BFUTILITIE,BF UTILITIES LTD,Industrial Services,Engineering & Construction,NSE
BGRENERGY,BGR ENERGY SYSTEMS,Industrial Services,Engineering & Construction,NSE
BHAGCHEM,BHAGIRADHA CHEM & INDS L,Process Industries,Chemicals: Agricultural,NSE
BHAGERIA,BHAGERIA INDUSTRIE,Process Industries,Chemicals: Specialty,NSE
BHAGYANGR,BHAGYANAGAR INDIA,Producer Manufacturing,Electrical Products,NSE
BHANDARI,BHANDARI HOSIERY E,Consumer Non-Durables,Apparel/Footwear,NSE
BHARATFORG,BHARAT FORGE,Producer Manufacturing,Metal Fabrication,NSE
BHARATGEAR,BHARAT GEARS,Producer Manufacturing,Trucks/Construction/Farm Machinery,NSE
BHARATRAS,BHARAT RASAYAN LTD,Process Industries,Chemicals: Agricultural,NSE
BHARATWIRE,BHARAT WIRE ROPES,Producer Manufacturing,Metal Fabrication,NSE
BHARTIARTL,BHARTI AIRTEL LTD,Communications,Wireless Telecommunications,NSE
BHEL,BHARAT HEAVY ELECT,Producer Manufacturing,Electrical Products,NSE
BIGBLOC,BIGBLOC CONSTRUCTI,Non-Energy Minerals,Construction Materials,NSE
BIKAJI,BIKAJI FOODS INTERN LTD,Consumer Non-Durables,Food: Specialty/Candy,NSE
BIL,BHARATIYA INTL LTD,Consumer Non-Durables,Consumer Sundries,NSE
BINANIIND,BINANI INDUSTRIES,Consumer Durables,Home Furnishings,NSE
BINDALAGRO,OSWAL GREENTECH LI,Finance,Real Estate Development,NSE
BIOCON,BIOCON LTD,Health Technology,Pharmaceuticals: Major,NSE
BIOFILCHEM,BIOFIL CHEMICALS &,Health Technology,Pharmaceuticals: Major,NSE
BIRLACABLE,BIRLA CABLE LTD,Producer Manufacturing,Electrical Products,NSE
BIRLACORPN,BIRLA CORP,Non-Energy Minerals,Construction Materials,NSE
BIRLAMONEY,ADITYA BIRLA MONEY,Finance,Investment Banks/Brokers,NSE
BKMINDST,BKM INDUSTRIES LTD,Producer Manufacturing,Industrial Machinery,NSE
BLBLIMITED,BLB,Finance,Investment Banks/Brokers,NSE
BLISSGVS,BLISS GVS PHARMA,Health Technology,Pharmaceuticals: Major,NSE
BLKASHYAP,B.L. KASHYAP & SON,Industrial Services,Engineering & Construction,NSE
BLS,BLS INTERNATIONAL,Technology Services,Data Processing Services,NSE
BLUEDART,BLUE DART EXPRESS,Transportation,Air Freight/Couriers,NSE
BLUESTARCO,BLUE STAR,Producer Manufacturing,Industrial Machinery,NSE
BODALCHEM,BODAL CHEMICALS,Process Industries,Industrial Specialties,NSE
BOHRAIND,BOHRA INDUSTRIES LTD,Process Industries,Chemicals: Agricultural,NSE
BOMDYEING,BOMBAY DYEING &MFG,Process Industries,Textiles,NSE
BOROLTD,BOROSIL LTD,Producer Manufacturing,Miscellaneous Manufacturing,NSE
BORORENEW,BOROSIL RENEWABLES LTD,Process Industries,Industrial Specialties,NSE
BOSCHLTD,BOSCH LTD,Producer Manufacturing,Auto Parts: OEM,NSE
BPCL,BHARAT PETROL CORP,Energy Minerals,Oil Refining/Marketing,NSE
BPL,BPL,Electronic Technology,Telecommunications Equipment,NSE
BRIGADE,BRIGADE ENTERPRISE,Finance,Real Estate Development,NSE
BRIGHT,BRIGHT SOLAR LTD,Producer Manufacturing,Building Products,NSE
BRITANNIA,BRITANNIA INDS,Consumer Non-Durables,Food: Specialty/Candy,NSE
BRNL,BHARAT ROAD NETWOR,Industrial Services,Engineering & Construction,NSE
BROOKS,BROOKS LAB LTD,Health Technology,Pharmaceuticals: Major,NSE
BSE,BSE LTD,Finance,Investment Banks/Brokers,NSE
BSHSL,BOMBAY SUPER HYBRID SEEDS,Process Industries,Chemicals: Agricultural,NSE
BSL,BSL,Process Industries,Textiles,NSE
BSOFT,BIRLASOFT (INDIA),Technology Services,Packaged Software,NSE
BTML,BODHI TREE MULTIMEDIA LTD,Consumer Services,Movies/Entertainment,NSE
BURNPUR,BURNPUR CEMENT LTD,Non-Energy Minerals,Construction Materials,NSE
BUTTERFLY,BUTTERFLY GANDHIMA,Consumer Durables,Electronics/Appliances,NSE
BVCL,BARAK VALLEY CEMEN,Non-Energy Minerals,Construction Materials,NSE
BYKE,THE BYKE HOSPITALI,Consumer Services,Hotels/Resorts/Cruise lines,NSE
CALSOFT,CALIFORNIA SOFTWAR,Technology Services,Information Technology Services,NSE
CAMLINFINE,CAMLIN FINE SCIENC,Process Industries,Chemicals: Specialty,NSE
CAMPUS,CAMPUS ACTIVEWEAR LTD,Consumer Non-Durables,Apparel/Footwear,NSE
CAMS,COMPUTER AGE MNGT SER LTD,Finance,Regional Banks,NSE
CANBK,CANARA BANK,Finance,Regional Banks,NSE
CANFINHOME,CANFIN HOMES,Finance,Finance/Rental/Leasing,NSE
CANTABIL,CANTABIL RETAIL IN,Consumer Non-Durables,Apparel/Footwear,NSE
CAPACITE,CAPACIT'E INFRAPRO,Industrial Services,Engineering & Construction,NSE
CAPLIPOINT,CAPLIN POINT LABOR,Health Technology,Pharmaceuticals: Major,NSE
CAPTRUST,CAPITAL TRUST LTD.,Finance,Finance/Rental/Leasing,NSE
CARBORUNIV,CARBORUNDUM UNVRSL,Process Industries,Industrial Specialties,NSE
CAREERP,CAREER POINT LTD,Commercial Services,Miscellaneous Commercial Services,NSE
CARERATING,CARE RATINGS LTD,Commercial Services,Financial Publishing/Services,NSE
CARTRADE,CARTRADE TECH LTD,Technology Services,Internet Software/Services,NSE
CARYSIL,CARYSIL LTD,Consumer Durables,Home Furnishings,NSE
CASTROLIND,CASTROL INDIA,Energy Minerals,Oil Refining/Marketing,NSE
CCHHL,COUNTRY CLUB HOSPI,Consumer Services,Other Consumer Services,NSE
CCL,CCL PRODUCTS(IND),Consumer Non-Durables,Food: Specialty/Candy,NSE
CDSL,CENTRAL DEPOSITORY,Finance,Investment Banks/Brokers,NSE
CEATLTD,CEAT LTD,Consumer Durables,Automotive Aftermarket,NSE
CELEBRITY,CELEBRITY FASHIONS,Consumer Non-Durables,Apparel/Footwear,NSE
CENTENKA,CENTURY ENKA,Process Industries,Chemicals: Specialty,NSE
CENTEXT,CENTURY EXTRUSIONS,Producer Manufacturing,Metal Fabrication,NSE
CENTRALBK,CENTRAL BANK OF IN,Finance,Major Banks,NSE
CENTRUM,CENTRUM CAPITAL,Finance,Investment Managers,NSE
CENTUM,CENTUM ELECTRONICS,Electronic Technology,Electronic Components,NSE
CENTURYPLY,CENTURYPLY LTD,Producer Manufacturing,Building Products,NSE
CENTURYTEX,CENTURY TEXT & IND,Process Industries,Textiles,NSE
CERA,CERA SANITARYWARE,Consumer Durables,Home Furnishings,NSE
CEREBRAINT,CEREBRA INTEGRATED,Electronic Technology,Computer Peripherals,NSE
CESC,CESC,Utilities,Electric Utilities,NSE
CGCL,CAPRI GLOBAL CAPIT,Finance,Finance/Rental/Leasing,NSE
CGPOWER,CG POWER AND INDUS,Producer Manufacturing,Electrical Products,NSE
CHALET,CHALET HOTELS LTD,Consumer Services,Hotels/Resorts/Cruise lines,NSE
CHAMBLFERT,CHAMBAL FERTILISER,Process Industries,Chemicals: Specialty,NSE
